ID,Smile,Smirk,Anger,Sadness,Disgust,Joy,Surprise,Fear,Contempt,BrowFurrow,Energy,Content,Upset,Angry,Stressed,Uncertain,Excited,Concentrated,EmoCogRatio,Hesitation,BrainPower,Embar,IThink,Imagin,ExtremeEmotion,Arousal,Movement,M_Activity,M_Rate,M_Consistency,M_Mirror,M_MirrorLag,Posture,P_Activity,P_Rate,P_Mirroring,P_MirrorLag,Successful interruptions,Unsuccessful interruptions,Speed of Turn,Overlap,Total Speaking,Volume,Volume Consistency,Pitch,Vol_Mirroring,Vol_MirrorLag,ContinuumLith_high
27,14.013357999999998,0.20559000000000002,0.006601,2.3450889999999998,0.727691,12.669259,22.422686,0.000688,0.195076,2.1051889999999998,5.75,0.0,1.5625,0.0,4.9375,18.8125,13.8125,12.0625,83.0,16.5625,678.875,1.3125,4.1875,1.4375,1.0,2.5625,0.010688,0.004619,-0.00011599999999999999,0.988783,0.177175,10.580645,82.377618,1.5973700000000002,-0.146594,0.16408399999999998,27.129032000000002,1.0,0.0,0.225806,0.25161300000000003,0.587097,0.011454,0.41013999999999995,198.213665,0.172278,22.129032000000002,Higher
28,8.242041,0.008990999999999999,0.041129,0.019027000000000002,0.428225,6.958569000000001,0.532343,0.011549,0.171906,0.006137,10.190476,0.0,0.23809499999999997,1.047619,2.142857,13.047619000000001,17.666667,16.904761999999998,122.66666699999999,16.52381,662.380952,0.333333,1.333333,1.8095240000000001,3.714286,5.47619,0.018059,0.003498,-7.8e-05,0.9944360000000001,0.205887,23.354839000000002,80.21485200000001,1.504302,0.069101,0.228032,14.709677,15.0,1.0,0.0,0.0,0.0,0.012844999999999999,1.0,181.55443,0.0,0.0,Higher
29,3.959288,0.0619,0.034469,0.066605,1.510314,2.083309,8.973962,0.001281,0.171164,0.032155,5.75,0.0,1.333333,0.0,2.083333,17.166667,20.25,9.833333,109.41666699999999,15.5,747.166667,1.75,0.833333,0.666667,0.916667,2.666667,0.036203,0.006786,-6.7e-05,0.9852700000000001,0.15015,22.548386999999998,68.605249,3.224768,-0.025452000000000002,0.27816599999999997,13.774194,2.0,1.0,0.16129000000000002,0.019355,0.351613,0.008818000000000001,0.6808069999999999,138.50699,0.091501,12.548387,Lower
30,28.241494,0.125704,0.09817200000000001,0.049246,17.062006,22.89931,21.020718,0.0011279999999999999,0.109602,3.225062,4.055556,0.0,0.333333,0.0,3.222222,11.722222,18.222222,11.888889,88.0,17.5,702.166667,1.166667,1.333333,1.111111,1.5,4.0,0.061741,0.0077209999999999996,0.00011999999999999999,0.9799680000000001,0.16571,14.483870999999999,54.171377,2.650619,0.012714,0.20725300000000002,20.290323,7.0,3.0,0.16129000000000002,0.151613,0.46129,0.012237,0.49816400000000005,173.087438,0.190919,5.580645,Higher
31,0.139172,0.221268,0.014438999999999999,0.060283,35.633988,0.008662999999999999,20.055649,0.008384,0.19543,0.000332,6.263158,0.0,1.052632,0.0,4.210526,14.684211,20.473684,11.894737,100.52631600000001,15.842104999999998,783.421053,1.1052629999999999,2.0,2.052632,2.2105259999999998,2.052632,0.009882,0.0028469999999999997,-4.2e-05,0.9933709999999999,0.18423699999999998,21.258065,74.550464,0.659304,-0.042312999999999996,0.14211300000000002,14.451613,2.0,0.0,0.0,0.0,0.0,0.00946,0.15575899999999998,201.220524,0.019819,7.612903,Lower
32,0.168443,0.002698,0.531817,0.024736,56.891649,0.00793,5.505247,0.003083,0.218862,4.680926,5.75,0.0,0.0,0.0,2.125,12.75,16.0,19.375,117.5,16.25,722.25,0.0,0.5,1.5,0.5,1.25,0.046987,0.003539,-1.4999999999999999e-05,0.991967,0.186165,28.387096999999997,64.530022,0.9986959999999999,-0.02375,0.17866700000000002,28.0,0.0,0.0,0.0,0.1,0.45806499999999994,0.00765,0.6602439999999999,211.602975,0.007934,6.612903,Higher
33,5.0234559999999995,0.000204,0.005485,0.0024760000000000003,3.934126,1.478956,26.534825,0.001301,0.161632,0.001986,4.5454550000000005,0.0,0.181818,0.0,3.636364,18.181818,18.181818,20.545455,89.636364,17.0,773.636364,0.0,3.5454550000000005,3.4545449999999995,1.181818,1.181818,0.017541,0.005279,2.9999999999999997e-05,0.989941,0.280408,25.645160999999998,78.187864,2.052452,0.008239,0.235721,18.548386999999998,2.0,0.0,0.16129000000000002,0.167742,0.277419,0.008891,0.48389399999999994,162.294285,0.23222800000000002,3.16129,Lower
34,0.015512999999999999,0.015512999999999999,0.015512999999999999,0.015512999999999999,0.015512999999999999,0.015512999999999999,0.015512999999999999,0.015512999999999999,0.015512999999999999,0.015512999999999999,5.272727,0.0,0.727273,0.0,4.4545449999999995,13.363635999999998,19.363636,11.272727,97.636364,15.909091,676.090909,0.636364,3.7272730000000003,3.181818,2.636364,6.636364,0.010222,0.007343000000000001,8.499999999999999e-05,0.9857809999999999,0.16372,20.83871,74.83685,2.626642,-0.00018600000000000002,0.316819,8.322581,0.0,0.0,0.0,0.106452,0.7258060000000001,0.007194,1.0,211.19678599999997,0.0,0.0,Lower
36,45.91474,0.358935,0.006817,8.2e-05,1.787864,38.717560999999996,47.601432,3.046273,0.070613,0.070586,4.0,0.0,0.0,0.0,3.75,14.0,15.75,7.5,75.25,16.5,627.0,0.0,0.0,1.0,0.0,0.0,0.041736,0.003418,0.000131,0.9928,0.151073,30.870967999999998,66.535229,0.725763,-0.012884,0.206686,17.322581,0.0,0.0,0.0,0.093548,0.290323,0.005661,0.666315,188.522403,0.0,0.0,Higher
37,6.243846,0.01589,22.144512,12.731511,14.169246,5.4058019999999996,10.529204,0.0054659999999999995,0.453392,27.472023999999998,3.1176470000000003,0.0,3.3529410000000004,0.0,6.294118,16.705882,13.294118,10.235294,61.235293999999996,16.705882,611.7647059999999,3.294118,6.352941,4.705882,1.764706,3.411765,0.062023,0.003617,5.6999999999999996e-05,0.99164,0.168732,24.612903,53.43001700000001,0.603066,-0.00028,0.166021,24.580645,1.0,0.0,0.0,0.183871,0.445161,0.011266,0.20888400000000001,164.245727,0.021854,7.806452,Lower
38,11.126242999999999,0.004886,0.0047020000000000005,0.004572,50.606722,7.96855,61.280211,0.005085,0.158452,0.000816,6.928571000000001,0.0,0.07142899999999999,0.0,2.428571,14.857142999999999,15.642857000000001,17.142857,119.357143,17.285714000000002,826.642857,1.5,1.0,1.5714290000000002,1.214286,0.428571,0.030070999999999997,0.004664,0.00033999999999999997,0.987685,0.168283,11.0,70.134681,1.741581,0.012144,0.27219,25.870967999999998,0.0,0.0,0.0,0.16129000000000002,0.367742,0.00854,0.5632510000000001,229.39811400000002,0.007652,6.8709679999999995,Lower
39,4.035206,0.6746949999999999,0.077045,0.7467729999999999,1.8781240000000001,1.826423,51.178668,2.9112080000000002,0.19680799999999998,0.944023,4.733333,0.0,1.066667,0.0,6.466667,13.2,16.8,9.2,74.333333,17.533333,637.866667,0.0,4.8,2.933333,2.666667,3.4666669999999997,0.059494000000000005,0.008061,0.000168,0.986225,0.20524499999999998,32.709677,52.853609999999996,2.5428439999999997,-0.027756,0.238668,31.548386999999998,12.0,10.0,0.38709699999999997,0.125806,0.274194,0.018253,0.337984,193.218989,0.140238,15.055556,Lower
