Iter,CatBoost,kNN,SVM (RBF),Gaussian Process,Decision Tree,Random Forest,Neural Net,AdaBoost,Naive Bayes,QDA,XGB
0,0.6250000000000001,0.5333333333333333,0.6250000000000001,0.6250000000000001,0.6250000000000001,0.6250000000000001,0.5333333333333333,0.6250000000000001,0.5714285714285714,0.5333333333333333,0.5333333333333333
1,0.5,0.6666666666666665,0.7368421052631579,0.7368421052631579,0.5,0.5,0.7368421052631579,0.5,0.7368421052631579,0.7368421052631579,0.7368421052631579
2,0.7777777777777778,0.7058823529411764,0.7368421052631579,0.7368421052631579,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7368421052631579,0.7368421052631579,0.7777777777777778
3,0.7058823529411764,0.7058823529411764,0.7368421052631579,0.7777777777777778,0.7058823529411764,0.7058823529411764,0.7777777777777778,0.7058823529411764,0.7368421052631579,0.7368421052631579,0.8235294117647058
4,0.5714285714285714,0.7058823529411764,0.7368421052631579,0.7368421052631579,0.36363636363636365,0.5714285714285714,0.7368421052631579,0.36363636363636365,0.7368421052631579,0.7368421052631579,0.8235294117647058
5,0.6666666666666665,0.7777777777777778,0.7368421052631579,0.7777777777777778,0.5,0.5,0.7777777777777778,0.5,0.7368421052631579,0.7368421052631579,0.7777777777777778
6,0.42857142857142855,0.6153846153846153,0.7368421052631579,0.7058823529411764,0.42857142857142855,0.42857142857142855,0.7999999999999999,0.42857142857142855,0.7058823529411764,0.7058823529411764,0.588235294117647
7,0.5714285714285714,0.6250000000000001,0.7058823529411764,0.75,0.2,0.5714285714285714,0.75,0.5714285714285714,0.7058823529411764,0.7058823529411764,0.5714285714285714
8,0.4615384615384615,0.5333333333333333,0.7368421052631579,0.7058823529411764,0.4615384615384615,0.4615384615384615,0.7058823529411764,0.4615384615384615,0.7368421052631579,0.7368421052631579,0.75
9,0.6250000000000001,0.7058823529411764,0.7368421052631579,0.7368421052631579,0.6250000000000001,0.6250000000000001,0.7368421052631579,0.6250000000000001,0.7368421052631579,0.7368421052631579,0.7777777777777778
10,0.588235294117647,0.588235294117647,0.6666666666666665,0.6666666666666665,0.42857142857142855,0.588235294117647,0.75,0.42857142857142855,0.75,0.6666666666666665,0.6666666666666666
11,0.4615384615384615,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.4615384615384615,0.4615384615384615,0.5714285714285714,0.4615384615384615,0.5714285714285714,0.5714285714285714,0.4615384615384615
12,0.6250000000000001,0.6250000000000001,0.7368421052631579,0.7368421052631579,0.5333333333333333,0.6250000000000001,0.7777777777777778,0.5333333333333333,0.7368421052631579,0.7368421052631579,0.7777777777777778
13,0.6666666666666666,0.5714285714285714,0.7368421052631579,0.7368421052631579,0.5714285714285714,0.5714285714285714,0.8235294117647058,0.5714285714285714,0.7368421052631579,0.7368421052631579,0.5714285714285714
14,0.18181818181818182,0.42857142857142855,0.6666666666666665,0.7058823529411764,0.18181818181818182,0.18181818181818182,0.75,0.18181818181818182,0.6666666666666665,0.6666666666666665,0.6666666666666666
15,0.6250000000000001,0.6250000000000001,0.7368421052631579,0.7777777777777778,0.6250000000000001,0.6250000000000001,0.7777777777777778,0.6250000000000001,0.7777777777777778,0.7368421052631579,0.6250000000000001
