Iter,CatBoost,kNN,SVM (RBF),Gaussian Process,Decision Tree,Random Forest,Neural Net,AdaBoost,Naive Bayes,QDA,XGB
0,0.6666666666666666,0.6250000000000001,0.7368421052631579,0.7368421052631579,0.42857142857142855,0.5714285714285714,0.6666666666666665,0.6153846153846153,0.7777777777777778,0.6666666666666665,0.5714285714285714
1,0.5454545454545454,0.6666666666666666,0.7368421052631579,0.7368421052631579,0.4,0.5454545454545454,0.588235294117647,0.5454545454545454,0.6666666666666665,0.6666666666666665,0.6153846153846153
2,0.5714285714285714,0.7692307692307692,0.7368421052631579,0.7368421052631579,0.6666666666666666,0.5714285714285714,0.588235294117647,0.6666666666666666,0.6666666666666665,0.5,0.588235294117647
3,0.6666666666666666,0.6666666666666666,0.7368421052631579,0.6153846153846153,0.4615384615384615,0.6666666666666666,0.5333333333333333,0.5714285714285714,0.5714285714285714,0.75,0.6666666666666666
4,0.7692307692307692,0.5454545454545454,0.7368421052631579,0.6,0.7142857142857143,0.6666666666666666,0.5454545454545454,0.7142857142857143,0.4,0.4,0.6250000000000001
5,0.7058823529411764,0.75,0.7368421052631579,0.7368421052631579,0.7999999999999999,0.75,0.7368421052631579,0.6666666666666666,0.7777777777777778,0.7058823529411764,0.7142857142857143
6,0.75,0.588235294117647,0.7368421052631579,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.6153846153846153,0.6153846153846153,0.6250000000000001
7,0.8750000000000001,0.7999999999999999,0.7368421052631579,0.7368421052631579,0.7999999999999999,0.7058823529411764,0.6666666666666665,0.6666666666666666,0.7777777777777778,0.75,0.6666666666666666
8,0.8235294117647058,0.7777777777777778,0.7368421052631579,0.7368421052631579,0.75,0.7058823529411764,0.7368421052631579,0.75,0.7058823529411764,0.6666666666666665,0.8235294117647058
9,0.75,0.5333333333333333,0.7368421052631579,0.6666666666666666,0.75,0.8235294117647058,0.6250000000000001,0.75,0.6666666666666666,0.6666666666666666,0.7058823529411764
10,0.5714285714285714,0.5,0.7368421052631579,0.6250000000000001,0.42857142857142855,0.5333333333333333,0.39999999999999997,0.5333333333333333,0.5454545454545454,0.6666666666666666,0.6666666666666666
